FID,IID,PS_PL1,PS_PL2,PS_PL3,PS_PL4,PS_PL5,PS_PL6,PS_PL7,PS_PL8,SM_PL9,SM_PL10,SM_PL11,SM_PL12,SM_PL14,SM_PL16,SM_PL18,SM_PL19,SM_PL21,SM_PL22,SM_PL24,SM_PL25,PE_PL26,PE_PL27,PE_PL28,PE_PL30,PE_PL31,PC_PL33,PC_PL34,PC_PL35,PC_PL36,PC_PL37,PC_PL38,PC_PL39,PC_PL40,PC_PL43,PC_PL44,PI_PL46,PI_PL47,PI_PL48,PI_PL49,PI_PL50,PI_PL51,LPC_PL52,LPC_PL53,LPC_PL55,LPC_PL56,LaCer_PL57,LaCer_PL58,LaCer_PL59,LaCer_PL60,LaCer_PL61,LaCer_PL62,LaCer_PL64,LaCer_PL66,Glucer_PL67,Glucer_PL69,Glucer_PL70
271,271,1520486,3855061,4348086,14548583,16368708,4548355,6503351,4885781,12165545,6469121,8640586,52704177,21528131,40277477,3922092,54219710,2993039,54023742,4131393,28338488,5832789,24232071,27204991,37971583,85533818,23776061,113628898,25379271,40782593,99994992,30131581,48282876,137707558,31302991,54729241,3892062,7568633,9545024,1257891,1850662,1544650,6257258,1121648,3372207,1563502,973510,632704,1158698,1305556,1470537,2827347,3562363,1749480,917010,1277181,785953
367,367,2811608,5976162,4043506,15590740,15630390,5352409,6782050,5079662,12678052,5883664,14158714,83122782,16902177,36978926,4274049,56065081,4447674,59813594,NA,34256318,9423943,36229087,32417238,32898486,72727599,28316980,119495071,33360622,41920666,116618705,20809829,60113289,131055085,25860666,43503387,6436369,7331506,8001949,1257530,1880341,1843570,12076326,3786477,3181943,2236032,3271394,680126,1130593,1498831,1612317,3925583,4740597,4243621,898901,929256,562097
272,272,1800022,3512107,3684364,11713346,11687727,3874229,4804025,3900860,9833939,3679814,7377623,43591810,16228333,29431698,3035335,40036944,2619227,37356248,3139714,19605531,5513534,26089219,22290902,29950732,55850317,20968979,99835189,23123338,35900256,86864548,26280322,42745878,118778867,24639367,40957108,4340427,5767357,7248221,1035451,1239130,992487,7735250,1495018,3354642,1619328,1021505,660675,992950,1204807,1164045,2830500,3185313,1586136,1047973,1334251,770745
308,308,1457584,3415371,3655853,12896135,14388842,4418206,5673155,4619493,9555338,3139975,8113615,44642355,17268774,37299180,2922223,46065366,3067890,48115072,2825888,23675073,4259657,19501686,22800134,31295836,70335159,20388674,95131167,26117279,34958032,84844761,25113816,40559946,126342552,28515224,51954494,3121494,5709331,6765735,831849,1162709,1010546,6358117,1136773,3805053,1843608,897125,567304,787630,1235442,1138832,2565923,3458648,1576668,921195,1381606,822328
239,239,1471452,3095408,5138691,16220748,15536399,4695669,5900878,5224418,14199306,6734059,9529308,53854612,21325507,42515816,4240340,55393117,3076267,51165675,4057818,28032959,5209221,27673787,26913271,41110747,78026288,27832512,139054531,30795459,42544610,124808640,37703546,69267487,153335145,35932982,54563918,4952085,8748266,10532144,1758566,2377946,1978717,11130475,1696039,3277184,2002133,1062048,933594,1812221,1711086,2236177,3525173,4013764,2197018,1302819,1675925,1078531
240,240,1351912,2817265,4683331,15399959,16966016,4504628,6190381,6469433,12113195,5391353,7876316,54237847,23473855,45347496,4205979,58389571,3181303,57096523,4275734,30303434,4870162,26352966,20323854,39015421,71303251,30808119,124520478,22670838,40708505,97892864,30841253,51594239,121031462,34614859,51018238,4755978,7711947,8534774,1582858,1916636,1408472,10194579,1503890,3674022,2890249,494844,490309,1002904,857498,1232991,1881904,2240383,1154877,502008,786065,489145
241,241,2420143,4344675,4853728,13302351,12088022,4207771,4893613,4506542,9094813,4814385,8129367,51222783,13876301,30301676,3202267,45586417,2753135,50869813,3712194,26723219,6162650,33663306,24031073,36068898,57689537,28111471,127363752,28640913,44237337,119772131,38523886,65505184,131030309,29280783,38590180,6351584,7297354,7117084,994214,1256916,1007130,12563005,2177174,3118196,1975540,1096262,662712,1427786,1366526,1933358,3412165,4303234,2063201,1044403,1191846,766178
309,309,1841392,4088853,4713808,15997346,15786574,5309474,6390825,5597428,11465671,5601778,10014118,64657559,18830827,40033365,4055689,57268343,4093466,62613443,4714465,32185767,5427797,26149685,23439195,38038727,80365710,19365184,96485274,24898357,38322853,104635725,29397766,48934504,138903138,33224807,55545627,4052848,7362986,8576712,1355370,1755207,1421458,3402911,748384,2617109,1410385,1158028,516807,1227786,1133086,1813241,3130477,4113218,1986709,615704,864773,555926
273,273,1436902,2613591,6037807,17464336,14078799,5267202,5883452,4436567,14928601,5906015,9055463,67250400,19920064,43152479,3788222,54714648,3514497,60664822,4103503,30160762,5498837,35498804,23660292,49794451,79007596,25504822,136605479,28029701,41014270,147397779,43086896,74099227,153717709,41694998,55662460,5229444,9680497,8916565,1375836,1878126,1607586,7541848,1491169,2661252,1779873,889764,413144,811798,944691,1213638,2334183,3167922,1438063,1103544,1339468,938875
310,310,1571850,2500692,3377938,10653400,10186803,3577959,4213213,2400283,8544009,3039059,7153706,32231880,15134628,27073528,2603939,34116146,2097577,29259928,2241726,15652182,3671128,20608672,17099194,28077075,50644445,18110779,68054798,19550565,24710192,56797957,19479584,34319188,77575044,19597076,32769040,2912244,4207369,4821686,547074,631867,545613,4101820,858894,1912948,788496,710461,470760,702900,829869,835315,1773195,1842269,871205,920103,1224115,638258
311,311,1320101,3079180,3935140,13317566,16662716,4309145,6829002,4679565,11999167,4422989,9989037,53502836,17471616,36435576,2887074,46866257,2780642,46713304,2805348,23609504,5174236,24223390,24250282,33674107,70248461,23035621,113602362,29873358,37530715,108441766,31164741,48403793,151510084,30881881,56974546,4949008,7118465,9681536,971844,1166771,1010081,15451369,2864179,4727427,3596404,1255944,619681,1073716,1279698,1553563,3077747,3874516,1869141,1247773,1561506,877787
403,403,2210980,4173522,4380480,13509273,12418842,4719910,5723882,5537727,10189814,3934120,9524724,52228962,15067447,38922562,2947882,47851005,3743096,59271892,2831471,25234968,9003604,31853474,22257708,33950338,54690782,28258004,111323717,27336263,37141703,95219676,17722568,45318193,94463324,24698837,33653183,4403236,5216262,5404178,829548,1022041,834507,15584234,4582914,4658648,4777259,1152001,762140,1260566,2025577,2133955,4074393,6041503,2422344,1230957,1411711,772779
368,368,1876990,3421991,3654283,11970802,11254642,4211048,5271628,3517722,8237796,3342390,7498618,47255693,11375097,30461318,2376222,39461472,2617304,53192112,2714000,23864085,5712870,29826818,20919312,32068510,51852844,21444082,87308532,23569654,28112269,88621741,18395356,41386408,89640226,22584347,30435786,3575828,4457270,4532385,711064,965564,829447,10068090,3318986,3035726,2586436,606486,243241,464491,751926,876618,1742834,3027268,1198451,766066,945723,603801
369,369,3005141,4823139,3944454,11428871,9252252,4690480,4669892,3899450,9032590,3570854,7582259,44590925,13398215,32694382,2419565,41667865,2555302,49446313,2592783,25012931,6910073,34004527,24566098,34611726,53832329,28578958,112856005,29045292,33199378,98537202,20433741,52937518,106557311,22605607,29548980,4767173,5776519,6647313,1060734,1445883,1252790,14279456,4716826,2963629,2634296,1046633,501550,951349,1443664,1721913,3056538,4743986,2195973,1085708,1336448,840582
404,404,3048339,5668196,4352887,14521992,13114823,5336901,5831786,5346102,13371798,4147392,11723036,58434345,18624639,42992545,3647580,53386520,3795166,55147998,3733447,30239787,7254616,31984947,28806148,33078745,63525305,33018571,129552033,35851930,39241957,107814252,17420489,55324054,135294788,25267308,42200007,5073434,6833600,8901164,1055303,1499205,1363434,9115469,2459853,2889364,1586486,1210274,820702,1081770,2060248,1814858,4095413,5764885,2874432,1192659,1323789,843280
370,370,3374392,6592498,4728660,15559384,16318287,5521716,7305813,4967578,11725150,4796539,12861110,73059976,16191647,40493643,3923254,58526109,4628225,74276583,4731727,34357516,9263364,39638655,32516109,39573603,76185163,24275231,112606104,35760379,38770359,119118572,19714930,48958225,122456383,25313826,39508547,5824404,6813895,6962780,881959,1226866,1025230,7493976,2748217,2628676,1709783,1484287,432498,696208,1354568,1293865,3454072,5782588,2516991,989316,1130126,741261
405,405,2028262,4465121,3775230,13366312,14033907,4714079,6218651,5245513,12206251,4502052,9409583,62842123,18397815,42962606,3922880,53889109,4153028,64818763,4416730,31152935,6256318,26694905,26025652,30729354,60583948,19534662,92585195,22155836,29971597,91635142,16209281,44928802,110449216,25665043,39992895,4094845,5391277,5733675,1047125,1291545,984259,14415344,4222110,4002742,3112301,1019003,424683,669432,1225681,1085904,2564247,4258817,1965898,750064,932421,559116
371,371,2602731,5637388,3704531,12446014,12302714,4509280,5488087,3385101,9980146,4418968,8513670,55224836,14629310,29229185,2785987,44479796,2841423,48709674,3323525,26133554,8581816,30142702,31712825,25853014,55834330,23602704,101641481,24510436,35785346,107157727,19775410,47060347,120394819,21776113,33047104,5961352,5918306,7819899,952394,1181053,1054534,11577599,3948236,4807956,2172164,1975376,655607,1042184,1496311,1634918,4091650,5560330,3097148,1270499,1354872,879045
406,406,3122716,5443626,5435761,16041988,13352489,5748224,6227907,5903662,12001680,6904547,10471062,61478087,18528397,41292460,3653337,55647514,4064138,63188898,4029988,28775783,9205966,35938939,27800552,40425877,66588675,39497598,139466261,34796145,43034531,119895671,18985785,56252444,116837202,28345593,41406756,5140936,7870645,8515916,1369358,1843150,1537221,16951162,4856541,4494946,3432889,1628266,769451,1939151,2012173,3078736,4842347,6719038,3251523,1285280,1399129,801723
372,372,1691574,3429596,3761921,12900188,13140848,4414782,5863623,4827377,10141299,4457899,8784308,50366937,18502548,39248118,3276160,52601633,3266055,58384475,3342745,29170583,5581374,26488309,24158533,28171711,56253662,15459268,80037918,21584748,28807406,71627443,17272584,43373636,94942302,21893333,33114707,3598508,5125683,5802364,1028241,1263848,1033079,7887915,2625061,3743221,2206041,921882,395912,578223,1004803,910549,2290808,3293165,1536944,697612,979042,577464
407,407,2939436,5424680,4950389,15698817,14283406,5434904,6323097,4376840,11782285,4893803,11976526,68162019,16856746,40283610,3579324,58879885,4100074,71016379,4304517,35606629,8548085,37090902,28758048,39465658,66526248,30445917,122183397,34902257,40860282,122191428,19507375,57392360,134411560,27303797,43091916,5675573,6707145,8097950,994025,1290268,1117022,9479437,2650121,3667110,2111989,1086451,429754,908918,1327008,1588692,3452657,5265860,2494623,1161184,1377351,920045
373,373,2723242,5286451,4417696,14316195,12810398,5127659,6093234,4460932,12308259,5242062,9525155,54443030,17704604,36845393,3314741,48516115,3141923,49616006,5660106,25651479,8957257,31965337,28191084,35933824,67806187,27613624,107080079,25166065,38719744,98850814,21969244,59944795,108967465,24626237,38353378,5653047,6702796,8004555,1117372,1587408,1553391,10976175,3580706,3121640,2345931,NA,983066,1629103,2303714,2655446,5349607,6713857,4336254,1038189,1270215,750442
325,325,1676648,3520749,4041054,13298458,13093670,4742694,6281893,6347374,10953387,4400134,8433894,50977870,16027741,37740260,3249676,44553538,2832821,50005859,3459451,25727046,4852821,26000369,24324731,33078190,60160166,23713385,113199191,29516017,28419632,106752296,17871930,49096494,114293259,26475835,39023641,3135829,4469003,5462126,1189982,1876939,1709477,9668936,2529939,3089021,2216498,569561,437398,856991,1083990,1383390,2161535,3273078,1465425,1109888,1383907,952418
374,374,2069241,4461756,3911164,13286475,14494484,4737524,6498305,5933656,9570683,4373133,9705057,55403238,13398128,33959108,2701472,45637605,3414193,58167421,3173407,27422932,7229191,30227202,25114276,30177043,59929003,24123027,99309142,31024974,35647144,96142479,18158674,42115218,112960116,21392857,35829946,4672581,5344340,6605209,868462,1229842,972106,8640783,2735001,2704047,1971295,940263,298398,651015,859405,1283283,2046526,3413183,1528324,1287268,1485605,976806
408,408,3777737,6715014,5246923,14035599,11689753,5255005,5615306,4943962,13165422,6137093,12254018,68171145,19769008,39081895,4117993,59397942,3994607,60828211,4643507,32629000,10537088,43704698,30155106,40432831,59596024,37251304,130197611,35645351,45066481,126313208,22684384,68084727,127390329,27008010,34312928,7167489,7465193,8588928,1252433,1552231,1268950,18351952,5764919,3468754,2163114,1889955,744512,1502578,1827742,2187959,4953166,6167172,3330905,1558777,1692146,1069700
409,409,1449843,2547225,4393698,14689686,13985687,4838496,6383946,3905781,14090694,6514129,9787490,50416440,23949419,48224906,3361517,59554416,3189245,56857211,3040568,28913892,5818485,26105939,21573062,37074990,62502821,19773675,83711154,18691286,26063737,79374278,17104982,49465616,92701404,27653790,41147222,3784055,5448029,7507422,1235403,1630451,1450475,14870892,3836034,5032869,4132663,2398345,1113839,1901638,2520212,3138252,5163342,6509280,3403751,1231806,1506774,885464
410,410,3382994,5113159,4342197,11901772,9118244,4669943,4419518,4584258,8820062,3485830,8221055,46978798,13656381,30083780,2770130,40341233,3022669,44294978,2923728,21966739,8296356,35392024,22251221,33620371,47953696,31273792,112757955,29645227,39495205,96227085,17798516,52950730,101195938,21029018,29810841,3863087,5338361,6018799,862625,1078868,927109,12544834,3557497,2730549,1962828,1054925,372061,617463,1049966,1038119,2429699,3512547,1657949,1161023,1232025,788489
375,375,2071190,4650805,4132238,14017655,15660231,4830313,7032402,5381978,10672180,4915378,9606556,63602908,15916670,37367957,3421932,52246688,3483309,65266851,4181237,32359053,8351842,34209963,31614732,36402244,69748578,19960724,104630621,29592915,37661960,108435382,21887280,54713016,123927592,26523549,40602399,4751262,6999834,7363442,1248239,1868455,1625042,11230804,3961191,2884849,2402466,1021221,273051,590003,868573,1122168,2175880,3770390,1745768,1210647,1515795,1061915
411,411,2261301,5310696,3496762,12646722,15722529,4887766,6845487,6144508,12431804,6206613,10055011,61664350,20724755,40768720,3637216,55982515,3337561,57029511,4044624,30140469,6287977,28202229,28957319,31268354,65936666,27205886,102160014,25607439,30068455,92900172,17007925,47228704,123060319,24772932,43655436,4161955,6190300,9297498,949945,1320081,1235015,14773140,3713947,4424001,4630304,1731284,615216,1147113,1434038,1856992,3359638,4757265,2590843,1547519,1624003,1043049
376,376,1350274,2706882,3202376,11827185,11171664,4021265,4985344,4578569,8833036,3466313,6766516,39013925,13813151,32366130,2449772,36066737,2254747,40262915,2378737,20263585,4749651,22457660,21192998,26600528,52132337,18793381,87180007,22533128,27390089,76363049,16003112,37419367,94146209,19819241,32552310,3310281,4744631,5561258,1135858,1647684,1227707,5354458,1643357,2056026,1323811,1058199,465700,671162,1255659,1291069,2277660,3507356,1697667,818592,1025499,656758
377,377,2465403,4166636,4085345,11566477,9711503,4499437,4689842,4260126,6441322,2701166,7086633,39130774,10139368,25207305,2148716,34081675,2472281,43072442,2397961,19393939,5984634,29581370,19491766,32931202,48933878,19950501,88341852,29052838,28917799,86140607,18068239,39938516,81529819,19155405,25719479,3768297,4796929,4321748,709866,845025,670081,9148082,3167799,2515978,1867552,1176875,369538,527045,1062427,1062377,2482735,4045303,1736879,741271,927785,536770
326,326,1245386,2846821,2907647,11096594,14242652,3892781,6199016,6128066,8624025,3495055,7870777,47277527,15346427,35160143,2619177,46919581,2660006,55371354,2960902,26325345,5335614,25578138,27438403,26730693,56371970,16708716,81431895,22703217,26583682,76506038,14851073,41177631,120777961,21628044,38341652,3885515,4893332,6046739,1010393,1203808,947264,16257530,4357275,4636813,3790457,1204744,545667,1057298,1427488,1642975,3331201,4892046,2135984,948583,1172220,693075
327,327,1858823,3567103,3948156,12907298,12753616,4833235,6027553,5767144,9109993,3717513,8419453,44451343,16712159,40359685,2691125,44522932,2716916,49859346,2431626,22583788,5681067,26868894,23076391,33359581,56570643,28851477,111494875,29018148,31528782,89807459,15814064,42974588,97037066,23828204,36579295,3244023,4982191,6046786,919783,1326182,1150442,11062631,3179834,3036657,2281901,967342,599329,902458,1579669,1564488,2727654,4264798,1697612,1117966,1244689,795391
328,328,2579385,5316604,5152864,17003409,16112602,5554449,6901586,5652447,12625074,4820322,12917393,74475906,18620508,44602042,3807734,65327913,4135805,77740074,4709133,36226206,8412739,35249633,32044171,37879777,72675490,25697234,119080058,39836847,41751907,131198624,20208575,59860140,144660027,27039257,45429947,5530400,6989423,9663762,1203682,1505253,1257773,19363713,5992479,3829932,2979487,1104418,493717,758332,1408594,1270143,3508647,5288484,2404180,1270519,1466115,981785
412,412,2672565,4479734,5292708,15738632,12115528,5317484,5717008,5059088,11709793,3762759,10815763,61244227,15731544,37651040,3136392,46589133,3596532,55590573,3379817,25733018,6791037,32551314,22719781,38000005,57290167,24706667,109742775,32502413,35404000,112247478,20234522,56104823,107455038,27238676,35863196,3828299,5288460,5046261,984212,1228810,1016368,10536874,3063020,2973792,2142995,1253075,342092,482509,1201308,907115,2583657,4033772,1817850,828760,879313,571260
378,378,1545361,3260262,3605736,12202581,13161285,4258125,5942019,4023215,9808035,3783048,7586280,49476331,16964392,40294276,3005168,50102016,2759369,60150277,3290748,28778395,4840657,24752779,25980296,30514649,60675383,13117108,72214967,19198393,23519502,81186454,20070900,48115260,104422826,24321062,34014836,3555278,4924437,5700230,1032971,1527971,1258274,8008626,2542927,2337479,1818846,827782,246307,384779,658272,813775,1558265,2533740,1134173,693818,975158,654403
413,413,2395959,5393176,3709715,12956431,14258882,4511071,6125782,4564185,10029380,3622238,9570806,54813855,17320685,35302790,3029118,49840271,3246732,53340218,3265787,26458701,8942319,30488815,27498100,29785656,60563778,30570240,110404032,28676342,39896140,97582350,15123793,40672997,119666215,22211873,38922451,4418568,5347826,6851629,734806,1070014,955653,14585912,4297607,4072824,2613998,1218487,441646,702493,1159499,1153934,2968713,4051157,2036618,1159575,1441858,817721
414,414,1438853,3219964,3775702,12568210,13229013,4289980,5911519,5087231,10032299,3379964,8867905,55645244,17256576,36696326,3267659,50601127,3631888,57885231,3417437,27056907,5916067,26580203,20893222,30522316,56610399,21800428,83797374,20653072,28202093,75112391,15962914,39805379,90135122,22666336,34563493,3461083,4579483,4998283,830395,1105619,965051,9704068,3035067,4041989,2805170,879073,315081,472564,762648,769729,2014601,2962078,1214254,1115355,1430946,859241
380,380,2699248,4489528,4410344,13809178,11781841,4763697,5384670,3635930,8066824,4509708,6949338,41933230,15102776,34024340,2832363,46898682,2680179,53599176,3115052,28779113,5787732,31804762,27353191,31534210,53967466,19777380,99241102,27772117,28491040,98421933,21992255,60059531,104405856,22522053,29637241,4188950,5779670,6842275,990084,1521054,1206813,9774530,3334620,2685691,1480021,1126531,391272,887538,1054353,1794850,2572582,3863326,2125149,1206076,1714243,1209342
381,381,1407455,3014275,3419568,11947327,12255900,4215904,5712711,6054870,9258871,3197482,6988272,43898532,16191627,37071888,3006207,43965852,2754839,48033059,3019091,24425071,5124974,25859270,22124437,29804440,53897381,17222942,87315776,21598766,26994577,85708717,19585476,50948347,98567208,22754325,31993278,3140133,4717150,5343161,1065679,1537558,1511919,12751192,4153084,2460155,2847623,976082,347355,418107,926168,916297,1861441,2809876,1362352,821038,1178425,760381
382,382,2089428,4643148,3874271,12219265,13426145,4339786,6126775,4246847,11022345,5124681,9247112,51067309,14527308,34557106,2634957,45187712,2791311,51126157,2929252,27184440,7167498,29021974,28792408,28973662,59009494,22115259,95538594,25879538,32805167,89494736,19560455,48374463,107535270,23037293,34956725,4577642,5286303,6574412,1192182,1499972,1289511,9083387,3014314,3651077,2154367,1497767,469210,912488,1258467,1680792,2897208,4298190,2211816,1631170,1625748,1165431
416,416,2205416,5118617,3958474,13520588,15233790,4773008,6708245,4995917,12590347,5793339,11673565,61362213,18252358,37445269,3473362,54729644,3466730,55609633,4841408,30790559,7755970,28866303,28700450,32958425,69589814,28650623,106974407,32092862,36287062,100951334,16762385,48123254,122093815,24771891,43370755,5298655,6475822,9269714,1137586,1488979,1321402,20240469,5682012,4417933,4073224,2189557,566233,1077220,1402408,1694318,3400561,4694673,3017658,1429748,1575365,1068009
329,329,3228733,5667773,4572991,16163119,14947385,5562837,6388302,6220197,11625627,4681806,9634261,64992935,18084402,40643144,3610038,53738955,3631351,61463336,5672126,31329351,7635485,38086758,27955928,32806854,60077260,30399587,114123762,27902252,35349888,105807586,18251150,55380118,124137339,25462217,39457924,5092283,5739924,6680520,916154,1158436,998677,11081999,3144355,4674184,2371847,2252147,752786,1326579,1937460,2173985,4377894,6011231,3559559,1378214,1724385,1106497
417,417,2884838,6397659,5006305,15184024,16449103,5491057,7428809,5626814,15533154,8134622,12928083,69838884,23096922,41886430,4321014,64875515,4210553,60874153,4981216,35978716,8691002,33960104,31764322,37108547,68746732,21940541,103454763,30447707,38437481,120912589,21439702,59338867,130440380,30956269,48624589,5531223,6457359,8963169,1398266,1846409,1621421,13971850,3553168,5175696,3668578,1746805,519170,943555,1154860,1323760,3359054,4129678,2520516,1436000,1577829,1106340
330,330,2700995,5521723,4665909,15828830,14980298,5804078,6513433,6676822,13141010,4898020,10798500,62628781,18955534,44709668,3466063,54164370,3301156,62098784,3786824,30797465,6272520,29948179,28534070,33837317,67657550,22960617,115566698,28486329,32150396,110852876,18955178,53050037,125475013,27422004,42581557,3949953,5355320,5985220,1290752,1487857,1096017,13807184,3569796,3982398,2966452,1168372,587246,1050919,1562798,1746968,3305914,4732888,2253290,1316971,1520742,944000
418,418,2455724,5764736,4168242,13610442,13593157,4668007,5939141,3684537,12871687,5846801,13452226,71260769,18145521,39847910,4071743,58431664,4762579,63869948,4954535,30962805,12267591,39357180,30384949,37553152,72237789,30454975,108953763,31722074,48008417,104964648,18233515,51555669,114640436,24735352,38776387,6082505,6606573,6887613,1003817,1088806,877380,12287514,3231720,4486114,2858818,2222875,561021,1108003,1583900,1970144,4274643,6006219,3351523,1428156,1552469,1000577
383,383,1552731,4238239,3176132,11488446,14612245,3901339,6373983,3923945,9539307,3492741,9621326,54920163,14077090,32936573,2880761,47399774,3501408,57474589,3236707,27253964,8739156,32732154,26957277,33311876,64084254,26262455,100939872,30430911,40369549,97420156,17826498,41232734,119343153,21601798,37284379,4576958,5221209,5535524,968546,1196337,949321,9458507,3021647,3641174,2691208,811061,293977,504257,833219,804793,2203411,3353877,1332031,968653,1176150,675416
419,419,3258611,6002483,4691188,13884415,12950220,5142835,6059386,4752549,11165434,5276131,12087404,61300102,16060552,35360464,3216307,53297430,3701505,57737274,3813884,32506956,9018158,38183430,28078276,38256798,62433447,33619231,123686340,33846700,42991493,117123887,19617836,54644802,130233361,26855305,40946023,6128224,6126559,7128702,1065893,1306667,1070833,10925576,2590681,4560668,2843503,1431194,620320,1400534,1497525,2152463,3957095,5275629,2917824,1595250,1806340,1162050
198,198,1334077,3125442,4710685,15475368,16950033,4668774,6531709,4541061,12153094,5046860,9340471,44567373,23646217,44685548,5519270,55533055,5590347,47376038,5081635,27553943,4738400,15378120,20182580,27051291,60057909,20958688,73556069,20015818,28381790,53299806,11349499,33828464,85345961,22351497,40865620,2055612,4883389,6585331,917000,1153064,940555,8060257,2192444,11371467,2139266,922962,833059,1399737,1621421,1709456,3207738,3569303,2000890,1284122,1796683,830177
200,200,1735443,4054371,5268398,18449105,20173727,5273608,7068756,4772759,13848045,5214870,11022536,64264308,23156623,43212544,7123152,60904040,7790772,54940730,NA,34533108,4402979,20192269,23043425,30260911,67398366,21803698,83103144,23864572,28890912,65137868,13194176,43923878,106032529,25820478,51226221,2511071,5551279,5699960,925533,1163569,857512,6144569,1454243,6054565,1504177,2052057,637628,1088945,1213224,1283860,2873565,2944330,3132453,1221519,1432550,780572
189,189,1054020,3534690,4156762,16203817,20205031,4832645,7435433,4178632,14442867,5895858,9817621,60444143,25595551,38625664,6228561,52800822,7620895,44089107,6219746,26779747,3044713,12682105,18648687,25361620,74353146,9403918,45602950,12293429,25167251,56284977,9489635,28606265,111204801,23106045,63984271,1764420,5222544,6340568,940418,1321025,1029476,4208852,893737,5665410,1110165,560126,447092,797297,809955,808658,1817576,2026892,1083924,1126494,1488883,748925
194,194,1670317,3443398,5306386,16026933,15304165,4998148,6293677,5193702,11752546,4537575,8512347,45845765,24036267,46675792,5298605,55816273,5757795,51956157,4715052,26955942,4084292,18669732,17507655,31823087,52998057,23206512,90635787,25151191,28192746,70747272,14366191,39444221,93997618,24594595,40402935,1951317,4725721,5171243,892324,1239282,1076936,7812727,1668317,3509862,1897068,811254,812437,1343270,1729553,1799420,3458877,4084342,2017601,1276904,1662567,860345
195,195,896589,2907892,3994825,15484215,18982914,4597166,7032204,3209337,10318750,4149064,7194942,46256786,20247440,36327656,5433598,49318276,5699545,44435343,5786683,26876189,3346804,11257317,18890686,23721918,66586345,11352649,51874479,13857997,25108174,51715799,8769342,26600206,96312666,21899848,54177637,1333870,4151837,5218832,832485,1192081,1016224,2598934,562553,3786161,795477,1068508,723788,1251529,1427899,1502380,3003081,3283003,1895080,1120723,1252431,701684
196,196,1850974,4842755,4530235,14147081,17012731,4538993,7062722,4178857,13018610,5286966,9785082,60832646,17938534,38263475,4202454,52176578,5496402,56750326,4777713,28771795,5262306,22332751,20334721,30962137,59545312,22376528,93990004,26501599,31434308,93965662,14075685,36181794,106307710,26868667,42878211,3166427,5113225,6009487,771617,1241558,1039906,11575933,2516816,6296764,2775513,1001606,556301,937696,1286018,1289324,3179525,4240596,2045440,1315255,1410291,782912
197,197,525768,1917440,4392898,15133167,15868439,4450337,5948439,3740992,9710780,4551947,8203339,45555368,17683670,33348339,5882281,47309715,NA,43520825,6789241,28247624,1030716,6552920,14315481,23453134,56707690,1546598,14212190,6419810,10582421,32902395,7158960,25585036,96006937,25267872,58282779,774507,3724714,4160234,1011238,1709806,1178370,2384587,691559,5005258,719880,767681,399603,751843,900750,913456,1815392,2535979,1556353,623693,747674,436209
199,199,1251817,2884355,5534906,16897971,17068941,5006823,6590216,4274890,11756663,4178555,8017287,43563273,19173569,38350392,4371337,44586410,4316326,40959841,3939502,23615738,4213324,16413346,17121134,29969972,59263640,24249487,89382530,22858821,29275006,67775333,13892544,36795862,90041460,23734001,40436248,1725354,4382962,5099830,916298,1137506,858183,6072948,1468379,5838787,2266234,970057,983407,1643014,2016303,2200927,3747838,4359040,2336980,1111239,1225928,680249
379,379,2492338,4204752,4529892,14178167,10617742,5191486,5127060,5447375,8827187,2879653,7566763,47431334,13703270,32539250,2883210,41422438,2737548,49199152,4480893,24994333,5865600,28094920,22432512,33974087,55558423,23919395,110562905,31230132,34677538,96949085,20646057,55591808,97672494,24672310,35233061,3356041,5228780,4871631,1233311,1900907,1503099,5699078,1820439,1877133,1211343,1968368,286285,422920,911794,935171,2036999,3213267,1947240,796765,1004781,618578
331,331,2102145,4620065,4337445,14570489,14845928,5135010,6540699,6308514,10427344,4567886,10212611,52155863,19715319,47931331,3464461,56832068,4008950,65787137,3172957,26758770,7539115,29009949,27487917,35021528,69135375,35659565,130027039,35793430,39972424,99685493,17142267,47297092,124453054,26406010,44991554,4635183,7060770,7509618,1051993,1308250,1073108,18341892,5541588,4666734,2913272,871978,482541,1200750,1503112,2159067,2776579,4699723,1885899,1055704,1466901,871733
332,332,1771600,3304854,5066379,16312697,16127308,5314847,6909026,7504006,10731602,5978300,9386657,56570295,19493919,44159881,3491492,55889171,3241883,65139929,3618683,30261601,5548052,29433835,23690747,37214749,66285958,27632749,105175181,26777282,30011749,90451758,18436525,50756968,101096398,26688834,38969742,3767904,5978701,6247837,1314503,1669377,1323934,12346603,3547854,3746627,3116645,1452326,647694,1557431,1811584,2776598,3452067,5819335,2746426,1030074,1333829,826089
333,333,1505074,3933740,3445905,12863690,16350550,4518804,7183773,5780813,11849465,4444588,10912257,68827944,18569510,44392086,3746134,60032986,3987670,74161574,4492726,35682514,5054314,24849390,34480856,30157740,69573046,12978184,80994062,23522824,24965202,106027695,17687127,47045643,137279251,25651522,39415056,4247078,5650178,6610794,1073436,1413501,1134129,14717444,4426610,3574752,1919899,993214,276935,542246,889736,923042,1798084,3616637,1681052,1231980,1362518,946600
