FID,IID,PS_PL1,PS_PL2,PS_PL3,PS_PL4,PS_PL5,PS_PL6,PS_PL7,PS_PL8,SM_PL9,SM_PL10,SM_PL11,SM_PL12,SM_PL14,SM_PL16,SM_PL18,SM_PL19,SM_PL21,SM_PL22,SM_PL24,SM_PL25,PE_PL26,PE_PL27,PE_PL28,PE_PL30,PE_PL31,PC_PL33,PC_PL34,PC_PL35,PC_PL36,PC_PL37,PC_PL38,PC_PL39,PC_PL40,PC_PL43,PC_PL44,PI_PL46,PI_PL47,PI_PL48,PI_PL49,PI_PL50,PI_PL51,LPC_PL52,LPC_PL53,LPC_PL55,LPC_PL56,LaCer_PL57,LaCer_PL58,LaCer_PL59,LaCer_PL60,LaCer_PL61,LaCer_PL62,LaCer_PL64,LaCer_PL66,Glucer_PL67,Glucer_PL69,Glucer_PL70
120,120,3013484,5772235,5803231,16977921,15496712,5293698,6184195,4261716,11929642,5616055,9648189,53950377,20881989,44244643,3893631,57224433,3275450,57378898,4109159,30010752,7600445,31986660,25160244,37449262,67590684,42275854,132141035,29193217,39233508,98191535,20213685,59136995,109351361,25877226,37260492,4218119,6514194,7936383,1152829,1508130,1154591,16344496,3443752,5116360,3097481,1498318,1202824,2506817,2744653,NA,5830845,7306323,3906190,1779183,2011565,1212084
121,121,2563143,4608246,5850827,15138043,12766915,5118133,5573863,5764163,11494022,4159649,9764341,57616640,17471000,41542038,3663012,54927669,3747962,64642178,4306133,30405068,6103396,29719568,22850526,38057172,59857710,31330380,115102011,30915029,30983531,97104102,18528280,45146150,92056201,22942885,31819320,3413507,5551001,5357792,1097150,1428397,1109309,18290744,3785959,5617382,3962117,1226378,621778,1051314,1694515,1752700,3367564,5108183,2548908,1257034,1496282,799584
131,131,1420794,3048012,5267490,16999897,17372900,4954023,6845756,7673926,14998115,5107515,10714682,73243045,23905376,50055039,3923921,67650256,3638724,74055846,4871430,36232575,4238075,25914817,22993242,36912843,62342356,14125858,86327941,21720981,23323685,103153355,20175811,53960017,102317363,29297262,41179567,3563656,5665645,5317378,1389047,2025309,1536601,17268076,3752161,5736945,3907688,1636492,650338,977078,1644531,1422354,3781320,5264301,2932915,1066988,1656147,817100
163,163,2462314,4812480,5066435,13390699,12816114,4493864,5046322,6092301,13843842,5756179,12292415,60255150,22156209,45672299,4980008,64286861,4382269,64386532,5108995,31666225,NA,41837765,27191125,27349800,49467502,31500139,108534553,28051615,38065436,81468783,14576866,39445469,87362193,18381327,28967070,3399876,4656716,3985429,763848,874860,636066,10718653,2967649,8267320,1965250,1482102,1134621,1703295,2484395,2353087,5209552,6301738,2996897,1411000,1632394,843369
164,164,2425777,3860116,4244649,10789874,9329160,4323088,4135875,5340858,11136623,4796783,9154880,49132707,16806540,35354928,3791724,46523480,2883978,45545051,3972614,25132549,15911043,32507345,20216577,21262100,33093413,27790173,102530074,24354688,26667969,84238352,14020048,36947937,76762721,14793125,19914340,3283640,3344032,3612765,776988,1026603,710111,19188718,4737064,15599332,1866278,1005056,827333,1416005,1745390,2066817,3670456,4590556,2349150,1538118,1539994,857727
132,132,2020852,3448737,5496842,15803141,12627637,4937881,5389253,6012572,10915671,4451185,9964152,58436494,16123500,39634318,3160069,53393947,3309523,65928430,3592392,30944559,5380496,29347147,21593626,38118357,59849225,21873577,102914167,28660580,28077903,94547268,18267139,45870059,93412036,23275874,33302153,3303422,5181390,5019671,1088288,1494647,1136308,8191654,1871495,3664358,1812539,827917,464497,831008,1253446,1379352,2594955,4137914,1822509,1087912,1227690,735403
133,133,2723816,6144972,4790961,15237716,15940400,5232917,5856423,5816412,10893124,5212379,9886878,65928524,14808922,36055760,2893365,51232839,2922468,64831461,3563467,31685040,5728194,24389731,26136924,30542286,62706214,20446496,95177462,22136909,32175557,89667832,16983003,44894997,109136821,22322353,37730021,3911343,5914692,6873436,880270,1271236,951552,10601663,2494906,4671223,2012735,1938521,714273,1378164,1949519,2488279,4305241,7153231,3679378,1047087,1081401,722073
282,282,1778563,3977701,3769460,13422039,13332845,4398609,5618808,4331501,12841799,4780649,7313216,42880786,20189492,37357995,3416937,42983244,2759440,37674457,2979851,19245760,6173621,24443139,23802495,33819799,72545971,30445544,117260514,23282954,44888611,96007345,27153266,46644025,135786732,29731765,54666502,4223936,6985287,9903754,1150777,1617117,1425768,5790272,1171877,2580002,1095315,1371882,1027913,1662025,1952946,2086959,3723372,4253198,2154629,1120948,1523064,916205
436,436,1958326,4863995,3539737,12415130,13303867,4400723,5950894,4390770,10728557,3695333,11208793,50523935,16825552,36498712,2670257,47427613,2814232,47965031,2840674,24829862,8344379,29213296,24919579,31485322,63173048,38828021,126311765,39029953,43203874,98835672,15676157,43284813,121965960,23626564,42795171,4553163,5339754,7241233,977143,1118660,963860,15103548,3302646,6280513,4145500,732985,753445,1144479,1640642,1682118,3319336,4009185,1975528,1061915,1329371,701215
134,134,2662475,5090565,5684621,15890915,14579936,5287521,6394379,7256099,12980751,4885619,9818326,63182770,19043195,37167160,3307764,56022854,2900633,58544647,3631549,28527642,6837168,34114671,21884066,38209188,58194119,29974903,120671511,26668965,35795175,108553706,19382189,51942920,107888782,27446700,35304747,4394448,5702979,6333192,959530,1374833,1161593,20271993,4555170,5587986,4192713,1403329,736831,1134410,1677734,1595452,3788647,5573836,2785131,1170790,1389464,701367
167,167,1912362,3722242,4032707,12415004,13868622,4162572,5425911,4875256,12916714,3992073,8784408,49602659,20882928,39488064,3837057,49901123,2877117,45767130,3715378,25381561,15624010,29765013,20540143,24343655,44162079,30783282,101702434,21539964,29130910,73922259,12270488,32607843,85962325,18127018,32922989,2745663,3898336,4071084,611696,764467,673005,15672670,3180428,12006218,2355916,890977,1025823,1123219,1851701,1408766,3687853,4125642,2108740,1200766,1284001,678819
207,207,1216995,3142406,4419208,15159623,17699381,4773413,6872128,4886271,12220034,5372200,9519142,48970537,17970816,38761994,4526915,50810435,4793380,50846787,5044811,27515102,4190890,16696188,21091121,26898404,61567195,17628977,67297902,19233235,26907998,56117794,11429472,33957922,96942678,24150090,48343737,2174059,4567813,5593014,745450,958697,790761,7243302,1551470,5471602,1944359,1083983,774740,1445996,1738319,1952155,3264710,3951979,2060546,1323873,1400176,793499
318,318,2115146,4898581,3759914,13078909,14743144,4586847,6014743,3585983,9507554,3589087,8958872,49467908,17451270,33791366,3013914,43613197,2956158,42531564,2938589,20616894,7590567,27156820,27485089,30897813,70827012,31542800,118763882,30335481,44544524,98410496,28046650,44006520,133884271,26330575,48487858,4420613,6127832,7976124,819487,1123125,931751,11098749,2248742,2948530,2200912,1720198,845107,1462836,1701524,2029723,4017373,4788086,2334787,929787,1112417,532955
399,399,2293222,4025450,5115814,16634507,15915705,5458829,7359274,4887153,10368492,4123131,9636821,60588459,17409864,46258449,3594968,59875148,4036578,76707049,3976190,37302043,6515763,30200091,27607024,37358409,70733206,26005320,109408927,28756913,31483099,96102990,17704942,50543585,105697690,27066793,39273765,4394841,6096627,7293677,1144936,1853476,1619490,5461003,1438650,3091715,1927388,1153131,799238,1287819,2122021,2232392,4201124,6685557,2936092,1092880,1495899,870463
320,320,1737103,3185108,3824867,11892427,9759738,4061145,3955117,3196856,8992838,3289589,6944017,32490862,15741308,27408258,2911918,32535767,2245639,26135931,2353219,13974532,5279647,21103828,19462635,30021399,55277912,26863347,103367981,27656397,36802182,72224653,22261566,38494706,89254972,21623279,34986381,3045070,4892298,5140474,786373,1000151,744052,7322756,1530093,1953279,1124128,1125670,898537,1449361,1553281,1649871,3031998,3025724,1561443,1020036,1363188,642366
168,168,2401320,4891711,5229256,15151233,14778343,5023863,6277059,7622397,13152826,5167034,11317409,75476080,17685420,39284420,3941435,59014184,3865413,71835757,4689028,37227505,7229272,30416795,25086046,32953459,57891747,29012647,114934073,30344907,33738645,116142785,17753798,47580382,114752032,27177128,40184177,4437739,5757481,5824365,1101153,1516291,1179994,16807811,2974174,6640236,3849595,844603,648196,947396,1374436,1400111,3460673,4786394,2275505,1190233,1279859,704595
314,314,1662643,3956629,3392270,11757997,13711843,3953817,5240134,3316382,8775303,3556918,7974527,41128300,13336781,31356952,2439695,39422657,2691935,42893975,2636746,20227821,6654018,26030581,25514170,30157138,64201827,23629340,103447179,30901991,40479831,89316219,27983517,44516361,109131305,25049589,41403181,4102888,5584627,5484139,728609,817524,643246,7777332,1567090,2386363,1482791,809534,363759,780795,933019,1254081,2092434,2771035,1173563,989277,1293254,742625
317,317,1936303,3777128,4388039,13947100,13062716,4673491,5514349,3698625,10258736,3771637,8812402,51218556,16469619,28257184,3591954,41408574,2886095,35754144,4373545,20845787,5486040,25666303,21536769,33543743,62902215,24718410,105501002,29428321,38789999,97123119,29834074,49976490,117105263,28758227,45526025,4338903,5614442,7070981,995210,1325546,1072474,6575056,1309408,2196807,1448360,1592261,599244,988516,1039675,1134671,2723107,2800340,1698348,1027492,1223342,704440
283,283,1999244,3709049,4472462,13564283,12562511,4426006,4974861,5518455,9863185,2712613,8343831,48126469,17309219,31907930,4132686,44098494,3454068,41019708,4587954,22195328,6758113,31828900,23722104,36394893,59800420,28279026,124573587,29633625,42164601,107146691,33798274,62799992,125772056,28123142,38834278,4964552,6198837,6688237,1009151,1232232,924182,18513575,3678036,3105235,2786136,888135,463165,579536,893163,742178,2075713,2344290,1157376,977929,1364682,782185
322,322,2220585,4073088,4440790,14826662,14066365,4916094,5788717,4278967,10726479,3786699,8478703,55001680,18160561,36130499,3490336,47792535,3104996,49037537,3866665,25354333,6703300,31167392,28448180,37829598,70439771,26168823,132286630,31210160,40195621,128182378,33677418,53341853,129799460,32562101,49185985,4731318,6496000,7365258,765511,1099145,872168,10068153,2155837,2758591,1910474,1133853,514967,686021,1026741,941548,2607327,3341867,1612372,864292,1103503,621643
208,208,739985,2351265,3514024,12998866,17045598,4031062,6553354,4531997,12572994,3994706,9346578,43357801,20838624,40614091,4133636,49241970,4355019,42936721,3799249,24690823,3896644,11681695,17958847,22685516,57390483,11570986,54315545,14811211,23937115,45342626,9088257,24724766,86796233,19542253,46377571,1573343,3799543,4905770,730935,976337,833943,5455198,1353653,8312436,1232981,1067307,1019271,1234107,2006065,1556396,3435475,4044699,2167151,988411,1006685,555080
245,245,1706760,4194394,4109589,13752363,15839143,4540031,6134959,4888891,10815473,4263430,8810736,53866285,20807913,41462153,3923068,55749092,3157840,55784965,3908003,29236109,4785682,21818882,24147591,34063578,74727195,19747879,97409001,23759668,39226609,91830244,27752489,46462858,135210626,32931145,56897201,5025274,8111993,10022730,1158393,1713571,1465737,6282709,1115052,2914760,1742170,1014575,774191,1233330,1474476,1603214,3413330,4107406,1991039,952884,1361209,841305
171,171,3110077,7416597,5075999,14707536,15308427,4949094,6041999,5701854,14114861,6373478,12982077,73302437,21243312,43107951,4924806,68362993,4576050,71237642,5800558,39578037,NA,32438469,26554364,17401267,34373624,30055342,131671575,34164939,37721030,125887599,13677615,34067303,108975088,15417564,25404321,4910937,5008036,5767062,856018,1197325,913570,19861252,4294658,12009579,2372959,1079554,1028027,1674872,2080194,2205756,5199815,6141689,3245615,1956160,1964990,1154008
323,323,1731456,2867055,4370293,12571227,10320660,4439323,4657838,2932367,8552920,4044541,6252215,31988017,16002458,28736286,2947213,34566770,2270710,30120512,2407028,15692044,5150101,21947900,16942278,34032645,54599086,28617607,94014549,22458565,35845218,71064386,22668478,42005532,89253696,25995355,40597617,2904310,4796743,5831217,805906,1050344,991531,6723685,1414622,2536061,1421994,1245512,930717,1931119,1630433,2282762,3388735,3607557,1837114,814385,1164822,541690
277,277,2056472,4808522,4455510,15078388,16401156,4820435,6325647,5242679,11969817,5491643,8625747,54854444,19971034,39675308,3845817,50749222,3147713,49289591,3938142,26466106,7007012,31703103,31881800,37680143,79729773,23657108,121320397,26324481,41813873,104268036,31597989,54844987,140041322,30057608,49551856,5491703,7921129,8449199,1283702,1582310,1199909,7306747,1418216,2551712,1198357,1645683,837975,1452363,1729234,2144104,3763270,4608960,2518041,770412,1008657,643659
169,169,2080644,4930361,4663343,13889364,15624969,4682790,6347765,8041411,13371071,4346455,13369600,81591439,22921747,45707756,5552056,73429345,5803229,79494953,6352709,39307677,8810617,27213964,26869793,30818821,55446259,25272669,100692155,27684159,32801206,90636624,15588504,41474051,108297155,23226726,35372899,4026938,4599578,4699621,842252,1132196,852945,16023986,3276202,10799573,3434691,1140853,901269,1099051,1865395,1482206,5005538,6268737,2726628,1042648,1308577,558432
170,170,1616999,3609533,3846834,12204082,13140785,4161068,5420280,5040138,11637094,3707251,9085460,49319782,18025800,41689058,3378301,50531459,3331900,54509615,3465533,28164023,4750631,19037965,21330245,24555105,48188487,28096321,97386773,24606227,27511086,76214854,12536565,32963840,94171332,18434773,33651604,2384405,4172832,5211357,781559,1004714,867554,10145040,2540742,17153397,2124454,761859,807296,1047491,1763213,1589396,3302750,4571305,2089913,1421938,1564105,871733
398,398,2455177,5293013,3786854,13768706,14842430,5163970,6472999,4964635,11085252,3784472,9597700,67756622,17235964,38994301,4562884,55924238,4265834,64298743,7696479,36795855,4762748,25371888,26642002,28961377,59541317,13605375,75876211,20366367,23940578,88471773,16932418,48040620,101470312,26108599,39579666,4062694,4808822,4375380,1022486,1204878,908976,11912855,3161674,6090687,3485334,1337239,430946,623032,963973,866036,2275605,3368754,2108605,1131819,1396301,831095
165,165,3206043,6222282,5379725,15059883,15591126,5318657,6058734,6980678,14446462,6136470,14371883,77332334,20484374,38902467,4765338,62579812,3985443,62017500,5649841,35340821,9251454,35778213,27455949,33323654,62125202,28685957,115553882,33282555,37762970,106889215,17587862,46855158,116096803,26326013,42207619,4972160,5861419,5887447,1053263,1182485,854524,18889722,3761223,5690641,2721346,1095814,834238,1297084,1677694,1627004,4429716,5015637,2703241,1332095,1370267,754867
361,361,1988409,4496051,2976349,10650790,11902567,3919612,5394721,3273374,9202311,3415634,8229381,48315690,14944673,32549049,2940858,41689408,2730103,44621027,3151207,22447440,7264038,27389180,28648347,26241052,53517064,14536992,81210788,20641731,30972233,84266743,18116480,45712786,102669893,21204143,29827758,4514174,4915759,6001960,770733,907862,799912,10201893,2966716,2295865,2036220,1366821,869138,1285755,1856338,1927670,3952005,5016726,2359063,1272817,1334194,737509
206,206,1110604,3263450,3800507,13596285,16891921,4359640,6606549,4265144,11447109,3649966,8402044,46025670,22418906,39882578,4516676,51036068,4704372,46309738,4306755,26185479,3742264,13836883,18959154,26639422,63667499,13616894,55684692,15446146,25667553,50422917,9945299,28138530,90169010,22376726,49102118,1824598,4283563,4574675,624921,802574,652408,7469644,1614631,5329988,2201531,783310,803038,1044038,1429563,1196364,2967227,3291086,1707122,1180759,1310512,755191
166,166,1432994,2836392,4147557,13578813,15178411,4110586,5704928,5290174,14097438,5596415,10823678,57558122,20513665,48461443,3525016,55202947,3159570,58236218,3630590,29840384,8997056,23351600,22006816,24143036,45070365,16837336,84906436,21528956,20885601,76490161,12939589,37161110,89011204,18235485,30390365,2784308,4623293,5154291,794225,1062011,893416,14982780,3342896,17516792,2184531,1483049,1133765,1778855,2667309,2785676,4460861,6368681,2936839,1195758,1065190,590043
244,244,2645651,4702167,4511184,14195395,12717786,4715525,5152711,3814016,13025575,4751301,9847373,52627247,20214016,39275027,4144659,48997928,2832503,44176340,3987211,24075518,6475681,31166960,26174347,38307526,65308741,32685659,137151566,34019407,45520729,115348354,35392159,67787477,148444794,32046099,48102377,5964750,8145658,10355333,1116374,1433575,1217011,13169574,2271899,2863326,2067649,1133528,1038518,1621470,1924834,2045169,4037826,4524071,2341856,1243330,1615909,976313
362,362,1997008,4117507,3243165,11310224,10995500,4437063,5235085,4608444,7763182,2636492,7177864,37898290,13327182,32170258,2488456,36325824,2714330,40306503,2374778,19033761,6313146,23706802,21976060,28752845,55989024,28843386,101423557,27420809,33108143,75958841,15439339,40437948,104222713,20192673,33270599,3488946,4934003,7057995,795654,1140488,1067197,7632523,2106916,1539309,1577306,924160,876733,1274656,1976174,2104814,3458312,4581691,1927478,864253,1001232,531182
321,321,1442873,3579107,3898972,13541567,16449046,4541357,6564704,4834034,9766155,4179106,9152948,47781749,16849699,39902954,2841622,47349448,3364962,53461811,2772768,24454619,6877287,23835318,26339916,33849695,77779862,34824243,131199421,32924989,45167648,95634794,27906229,44009378,125398082,27666620,48111969,3961163,6328483,7636136,937343,1238991,998036,7772404,1621333,2061148,1869930,1048359,533711,1144327,1209558,1834439,2608429,3646452,1470570,809280,1020710,524550
319,319,2224867,3752944,5198924,15919870,13106520,5477063,5744836,3930783,11606350,3922283,8724967,40589885,20300162,38055675,3626316,44189543,2811259,36670619,2952563,19589263,5521172,23495881,23880891,38174962,66890242,18634946,92556392,24291098,34266911,82670066,27431468,54741299,111831424,32316605,50115860,3575729,6070153,7513032,1121026,1461760,1339348,7643908,1426611,2773824,1521800,1893235,1316865,1892665,2504860,2349824,4673541,4991229,2638153,780885,1011112,502261
292,292,2295422,4547381,4087163,12232579,11310589,4254156,4684105,3451123,9509407,3600695,8526088,40447686,15748551,29962006,2643128,37190536,2600477,33170207,2330649,16067772,7602942,31107820,24313580,35157355,61985524,24892167,114861989,33210471,44992990,99866333,32089611,54144157,113353345,27480632,38324382,4723941,5561285,5601247,865278,971255,761582,10090612,1901507,2579670,1691107,1339257,684934,1080498,1348847,1535117,2931353,3391136,1618390,987076,1459505,757672
138,138,1160673,2816625,4529153,14746023,16441482,4257800,6383505,6252376,14720456,6119647,10514848,66677116,22965269,48302233,4173603,69018540,3733201,71757221,4618643,37143755,9663725,28306823,25989609,28908702,58839509,23931561,112987714,26539295,30373342,106507223,15610587,39062273,112313125,21378455,36351916,3548992,4796123,5716118,1160536,1584886,1276544,13924619,2918114,NA,2906443,1108350,685945,1099178,1505454,1529871,4001430,5153267,2833755,1524186,1834476,1150052
172,172,1582918,3733877,4315634,13677993,15285399,4357649,6050343,4134832,12091196,4810935,8930668,51669701,17322233,34912017,4772460,48756882,5442877,47093481,5226967,27458425,5693402,20352247,20599827,28448400,55293020,27004045,90520022,23153100,32090478,73363657,13031809,35096325,94631186,23308687,41168661,2953696,4703242,5343787,827493,998067,755824,8856506,1713688,6799196,2947702,921318,761804,1401445,1402337,1735913,3186518,3530476,1925383,1596251,1491608,784242
117,117,2519373,5844185,5675968,18540103,19172347,5863507,8009711,7688204,14499692,6872786,13378110,83222472,18430972,40524150,3766081,58246565,4265125,67768958,4377924,31095533,8293097,34327255,32206166,36414826,75150515,32869057,142418270,35134182,43399549,139972384,20105414,53230316,155993351,30013042,50862593,5634390,7487038,9278833,1220105,1528441,1175693,18279454,4134855,6020454,2844665,1305442,317779,811240,986470,1377971,2149288,3980832,1817825,1651124,2100980,1008608
176,176,1163293,3121672,3788904,13132578,17756929,3943823,6580152,4091383,11129373,4296147,9078356,52771075,17145136,37770602,3784896,46316665,4970435,50597739,3933655,24694255,5112834,18767578,19106279,29190203,61008919,25661309,89162806,23790548,33323164,78288616,11568036,30861796,99382035,23077119,45849141,2963586,4758845,5117106,758391,846955,627077,6526318,1312292,4494811,2235832,820466,759367,1168924,1716963,1678795,3344553,4549429,2034318,1151521,1298496,642873
284,284,1271402,3654121,3052729,10874900,12640973,3697652,4835234,2881954,8187527,3523664,6937581,33085935,16075994,29588686,2962273,37252451,2949348,33038245,2616079,16934849,4625601,17010973,19488840,28599584,67968152,15640648,71283023,19056209,32058316,64889644,20356512,31749048,94586711,24076546,43324017,3240160,6129717,5581601,792631,914545,660470,7577395,1440334,2791952,1178338,419806,281539,501169,496253,556375,1121177,1226811,557941,795568,1234427,703875
173,173,1145060,3054921,4911598,16254888,17125121,4875626,6328200,5275035,12664618,4201694,9691438,49759325,21931392,35627634,5846826,48376484,5213483,39329945,5916838,24026328,4003911,16080845,21837339,26042512,59982018,13285601,68244915,20199793,24753621,66881359,12782926,34759320,103578196,23408884,48791214,2562236,4772696,5611280,856991,1074306,793265,6753766,1391542,4720117,1759248,1496861,1363643,1729090,2211697,1803026,4547467,4592293,2824665,974936,1115833,539530
209,209,1786950,3057001,4098008,11551657,9145875,2863658,3001977,4152266,8869256,2750699,7202979,32347662,12008487,23521257,2493177,28861976,2049437,25791194,2258063,13761963,4509193,21712944,19071157,29835209,52117404,19296629,82536479,22621689,33641218,68530729,24705951,50932690,96433145,26737917,38786886,4191201,6362337,6993126,1387941,1884724,1411805,6181856,776286,1839626,699872,1136048,777537,996915,1416039,1260119,2806237,3058674,1554850,1171464,1380352,791161
210,210,1344516,2979551,3678858,11558500,11036398,2618412,3395502,3620993,8139583,2828692,6317141,36188643,15248269,29722074,2795819,36215128,2012096,32894313,2672754,17843222,4347174,20041394,20587630,27523391,50718159,28034529,129969484,31266535,39784203,115610695,33132746,56719055,135774410,29381270,45188845,4573396,6848583,10402053,1484840,2283922,2009547,8672171,1003099,1784088,1372432,620379,519613,944885,1023902,1208819,2035616,2327085,1146354,1058267,1509829,909810
101,101,2565967,5416043,5472970,15831498,15217879,5377583,6490285,6162391,13972686,4540724,12068917,71860370,18859510,40751329,4163360,59597736,3945936,67459061,4912601,33885806,7811490,34266793,29738592,40333506,68209429,31137716,128077769,35545198,37231145,130222267,20403072,52465040,127307661,25505704,36315368,4779351,5645808,6027203,1215464,1400564,924015,15798958,3838357,4705791,2603727,896854,430440,656426,1064612,972386,2621987,3720661,1760800,1300318,1614382,927990
184,184,961333,2684931,5004046,16260644,19195695,4887589,7170349,4272868,12992632,4648736,9023879,52154114,23745156,35736627,6628426,52770837,5798977,42859509,6738925,27255796,3300053,12689749,19383070,28799803,69253787,13223865,53305172,14330020,24988364,48904606,10264931,29878223,92949768,25525153,54014148,1912455,5484477,5230589,791739,1030452,810933,3274144,700778,5436209,882207,1162823,978380,1528942,1542105,1454947,3599504,3509685,2068065,1346859,1492115,748086
113,113,2282917,4668045,4960860,14610125,13851562,4756809,5849666,4379008,12134900,4820305,9448442,55390573,19772209,42090062,3115122,52310803,2958572,56273256,3044753,26786318,7420692,30094078,23723723,34336571,60086453,26423739,114776241,26380741,38832091,91409288,18336626,46835311,104780275,22985199,34348247,4072476,5411882,5808109,854218,1159492,919834,10054617,2333383,4039465,2074246,1112592,668205,1321480,1654149,2187931,3554306,4780006,2306262,1232140,1592104,899659
312,312,1015144,2538617,3354149,12046719,14023578,3938877,5561654,4238846,10340062,3074873,8292393,47461705,18118164,39719359,3005914,47411527,3029650,48728503,3082118,23501053,4605073,18911871,22703021,29972417,68419819,17785107,91073179,25306666,33159403,82537181,26056992,42103356,115378783,27434401,47349725,2972495,4754856,5251225,963758,1339210,1071484,2806661,588363,1435208,636914,802093,449988,567981,1011684,834376,2101995,2796888,1142983,562405,841368,502396
275,275,1609956,4335154,5015847,20781775,21421663,6255359,7824720,6483181,14980301,6376169,12100312,79105206,23735831,44702819,6226700,61422145,4739710,54750613,NA,33060599,4346331,20620227,26690327,35670796,91486642,16551938,87632464,21725673,37037124,96413491,29484243,63453517,162587866,41033932,NA,5009897,8891722,11716499,1714421,2280268,2136197,7483093,1483944,4304712,1674191,NA,723272,1458940,1353898,2013955,3757423,3875401,NA,841095,1002571,684852
276,276,2332690,4313393,5141100,15585316,13638449,4947355,5609780,4776468,10833403,5043647,9459910,62723544,17418898,35068757,4329006,54839692,3870024,57921270,6768225,31191202,7020948,35715610,26223078,43585143,72800136,22856500,107406584,24071557,40058859,103332847,34658725,68628534,135674397,33903418,48212318,5733892,7483641,8181721,1109972,1342606,1039712,8606235,1754717,2513706,1695093,2408771,433768,953761,992257,1382711,2830865,3550310,2265207,1123272,1488183,935279
141,141,2643976,4427701,6136867,15334747,11698285,5035929,5283449,8029924,14856067,7099157,13040458,67368838,21599798,35962285,5772996,59546981,4163047,51294855,6088262,29248641,8565213,34118723,21854044,32826745,46025046,38281737,134941033,31437519,38278088,111728056,19125934,49568183,100214790,22279887,28902438,4306885,4657529,4402231,1220042,1557307,1109981,27694998,NA,NA,4177612,1051456,828267,1640772,1488811,1776573,3754482,3967444,2136274,1879348,2272874,1211669
211,211,1066515,2506355,3971509,12322552,13250628,2695527,4080952,4340596,12896700,4158458,7576406,49385064,21118810,39833945,3908507,49937524,2534186,45968511,3643039,25006476,4288249,19446190,21785204,29193878,57089216,12585431,82349236,18816503,30013755,90734306,30615544,51337433,115558240,29639495,41280246,3867411,7252209,5861729,1201310,1596993,1256301,6620763,730017,2300379,1007370,991540,715160,964704,1411473,1161250,2967206,3430669,1721707,697477,982022,588292
212,212,2386329,4605445,4446368,13709867,12481091,3336671,3686594,4204194,10180644,4082467,8348854,49079400,17605505,31963199,3519958,45395024,2685946,42002051,3523891,22683746,7696339,32588633,26140035,35334296,63978951,46577293,179854807,41847451,62347308,150779235,37968856,62182109,160927879,29554676,48655971,7907843,9588015,9838774,1246096,1532097,1135804,13571506,1562849,2488763,1615067,1080219,1007470,1474256,1783508,1733877,4124600,4679117,2295185,997718,1427190,784545
213,213,1746496,3452855,4261995,13335330,12593907,3291575,3965128,4550433,11700595,6005859,8769691,50218306,16899371,33692484,3025589,45051397,2220189,43470750,3099105,23506683,4794554,25390301,23278942,33235706,60779180,24059553,117371633,27692809,38628793,108339041,35122349,62010859,145134369,32954553,50170532,5653980,7873625,10969833,1410261,1958182,1674097,8032919,1040394,2202226,1408008,1177017,730885,1570483,1422526,2004065,3322539,4089185,2090405,1303756,1579991,988497
177,177,1308230,3134620,4561061,14722751,15849899,4423015,5936501,3635658,13943544,4903807,8741566,50034186,23907892,43005606,5242930,55548983,5336150,47024842,4959893,29614463,3537757,14507275,17482344,25662222,53994983,16483780,69738862,17822200,26507566,53386312,10682314,30661527,83663227,22870890,43675465,1728035,4694748,5152059,958642,1318103,953159,5516585,1318187,8519692,2079501,762342,839611,1209040,1467799,1367888,3054386,3127515,1933854,1143511,1380036,756709
248,248,2132628,4215238,4270058,15120743,13764703,4805789,5477812,4870590,11583921,5518163,7999071,43798869,20607569,36596099,4017257,48647865,2555356,40707906,3654484,24897171,5500232,26038186,26683604,35994130,70705021,32763608,137489178,31893330,44772401,109951367,30740427,60734019,149911662,31046490,50588611,4930143,7827442,10385706,1618065,2361620,1823962,11160348,1754837,3788181,1856222,1110161,1298368,2514171,2168004,2789946,4374466,4405256,2416133,924467,1238852,706959
178,178,765396,2134706,4200316,14154257,18974852,4225755,7060155,5103231,15170056,4331798,10249906,56818047,26616626,47842450,5989228,59451057,6327773,51690789,5713562,29407176,3795699,13286320,17135071,29128122,62571117,16928010,71388453,18611846,28233007,61441036,11043204,30190893,95202218,25001545,51598642,1771988,4358003,5192415,847296,1066971,807965,5727212,1217021,4874142,2497965,647554,691729,855122,1186917,935438,2425000,2507525,1377040,1155092,1275033,669396
102,102,3621842,5806958,6941104,19652248,14615313,6517369,6538450,6701298,11206543,8459642,11635003,74324923,18550529,39225478,3755638,64642345,3545399,72281377,4800570,35593100,6088083,36463005,24050443,44013193,67489542,23598396,116894663,27659454,33166289,117280276,21552668,58119847,122855934,25975490,39814098,5023698,6755455,8563348,1104726,1759587,1544835,12379869,2761997,3351184,2347370,1488037,461699,1480921,1286006,2216811,3344998,5354711,2679206,1173171,1416074,852662
249,249,2427688,4276926,4990258,14779782,14120082,4867693,6027010,4466176,13158400,5324897,8400651,58629418,23334214,46029362,4375607,58075884,2981333,57543092,4307573,30934372,7395259,36472174,27750096,41721425,70012267,30923733,143225403,27247944,45608184,125407609,37717331,64252567,135682581,34811583,45775019,5881462,7441320,7736121,1293726,1691210,1390704,9260085,1645879,2797053,2096949,796383,749167,1309476,1407605,1719106,3062734,3774274,1896864,1048726,1464743,885288
